	Conclusion	Stance	Premise	Achievement	Benevolence	Conformity	Hedonism	Power	Security	Self-direction	Stimulation	Tradition	Universalism	Score
3411	We should subsidize journalism	in favor of	Subsidizing journalism decreases the need for profit seeking and competition because the state will pay for most of the costs.	0	0	0	0	1	1	0	0	0	1	1.0
7121	We should not produce unnecessary garbage	in favor of	Things that are supposed to serve us for a long time, like a vehicle or telecommunication device or household implements should be designed to last half a lifetime under normal use. The quality of the building material should matter more in that instance, so less focus on recycling.	1	1	0	0	0	0	0	0	0	1	1.0
824	We should subsidize Wikipedia	against	there is not need to subsidize wikipedia, it does not serve any purpose that cannot be filled elsewhere.	1	0	0	0	0	1	0	0	0	1	1.0
2990	We should adopt libertarianism	against	libertarianism promotes self interest and not that of society as a whole	0	0	0	0	1	1	1	0	0	0	1.0
7013	We should support short-distance economies	in favor of	supporting short-distance economies can help kick off the development of localized small-scale economies.	1	0	0	0	1	0	0	0	0	0	1.0
1179	We should limit executive compensation	in favor of	Executive compensation should be limited so that those who are at the bottom can make more money.	0	0	0	0	1	1	0	0	0	1	1.0
1781	We should end mandatory retirement	against	We should not end mandatory retirement because the current system in countries like Germany where this is common is not broken.	1	0	1	0	0	1	1	0	1	0	1.0
1364	We should ban telemarketing	against	let the free market determine whether telemarketing is a viable option	0	0	0	0	1	0	1	0	0	0	1.0
2047	We should subsidize student loans	in favor of	it is important that student loans are granted, because it helps you increase your quality of life and your economic potential	1	1	0	0	1	1	0	0	0	0	1.0
1189	We should abolish the Olympic Games	against	we should not abolish the olympic games because it brings the world together to celebrate sporting greatness.	1	0	1	0	0	1	0	0	1	1	1.0
731	We should ban cosmetic surgery	against	cosmetic surgery teaches our daughters that they need to look perfect and never age.	0	0	0	1	0	0	1	0	0	1	1.0
7055	We should use the waste from the agri-food industry in the ruminant feed chain	in favor of	The fruit and vegetable sector is able to produce a large quantity of waste products which, if well reused, could be used for animal feed.	1	0	0	0	1	0	1	0	0	0	1.0
6984	Military training should be made compulsory for all in India	against	Some people do not have enough strength to participate in such intense trainings. They may seem normal from outside but may have mental illnesses. Military trainings can be emotionally and physically daunting for them. In such cases compulsory trainings will be a threat to their life.	1	0	0	0	0	1	0	0	0	0	1.0
3062	We should adopt a multi-party system	in favor of	the two-party system is outdated and has proven, lately, that it does not always result in the best possible candidates.	1	0	0	0	0	1	0	0	0	1	1.0
777	We should abolish the three-strikes laws	in favor of	Three strikes laws ruin young people's lives by preventing them from being accessing education and jobs that would pull them out of a life of crime by prolonging their time in jail during their formative years.	1	1	0	0	0	1	1	0	0	1	1.0
6757	Intelligence tests bring more harm than good	in favor of	these tests need to be stopped until they are able to properly assess intelligence in a variety of forms, currently they are discriminatory	1	0	0	0	0	0	0	0	0	1	1.0
810	We should abolish intellectual property rights	against	intellectual property rights protect inventors.	1	1	0	0	0	0	0	0	0	1	1.0
1304	We should limit judicial activism	against	judges are in a position to make a positive change in the world, and should be encouraged to use activism to do so	1	1	0	0	1	0	0	0	0	1	1.0
3595	We should subsidize Wikipedia	against	it is a useful site but no need to subsidize wikipedia. the site can get by with private funding like it has all these years and besides, government has much more important needs to subsidize like health care	0	1	0	0	1	1	1	0	0	1	1.0
2105	We should introduce compulsory voting	against	you can require voting but you can't force people to educate themselves about the candidates and issues	1	0	0	0	0	0	1	0	0	1	1.0
3453	We should abolish capital punishment	in favor of	capital punishment is barbaric, ties up a lot of resources, and doesn't really act as a deterrent to major crimes.	0	0	0	0	1	1	0	0	0	1	1.0
6372	The vow of celibacy should be abandoned	in favor of	the vow of celibacy is unfair because it doesn't help people dealing with physical  needs, sometimes driving them crazy, so no need to give up sex	0	0	1	1	0	0	0	0	0	0	1.0
5507	Intelligence tests bring more harm than good	against	intelligence tests are there to recognize kids who are smarter and to be given proper chance.	1	0	0	0	0	0	1	0	0	1	1.0
7037	We should invest in nuclear energy	in favor of	wind and solar power sources are inherently non-controllable and destroy our landscapes and natural environment, with their multiple harmful impacts on flying species, fauna and flora in general, and even insects.	1	0	0	0	0	0	0	0	0	1	1.0
6916	Referendums are good for the society	against	Referendums weaken the sovereignty of the parliament, where the decisions are made with thorough discussions and debate among the chosen representatives.	0	1	0	0	1	0	1	0	0	0	1.0
3116	We should ban algorithmic trading	against	algorithmic trading enables trades to be made without spikes of emotion or rage on the part of the trader, therefore it can only be seen as positive.	1	0	0	0	1	0	0	0	0	0	1.0
6822	We should subsidize vocational education	in favor of	Vocational education is key to getting more skilled workers,	1	0	0	0	0	1	0	0	0	0	1.0
6046	Entrapment should be legalized	in favor of	It is preferable to legalize entrapment and allow for random tests of civilians obeying the law than to have over-policing and community monitoring which uses more resources and causes more tension with the community.	0	0	1	0	1	1	0	0	0	0	1.0
7328	We should open up three-child policy to encourage childbirth.	in favor of	China's population structure has gradually become aging and has become a burden for economic growth.	1	0	0	0	1	1	0	0	0	0	1.0
111	We should ban algorithmic trading	in favor of	algorithmic trading should be banned because it gives some people an unfair advantage.	1	0	0	0	1	1	0	0	0	1	1.0
1812	We should ban factory farming	against	factory farming requires a load of workforce and provides a lot of jobs opportunities	1	1	0	0	1	1	0	0	0	0	1.0
1354	We should abolish capital punishment	against	Capital punishment makes the risk of committing a crime that you permanently lose your life and everything that matters to you, increasing the deterrence of the legal system.	0	0	1	0	1	1	0	0	0	1	1.0
5371	The EU should integrate the armed forces of its member states	in favor of	Absolutely right. Europe needs an army for continental defense. Conscription must be introduced at the European level. The army must have the most modern weapons to deter Russia, Turkey, and China.	0	0	0	0	1	1	0	0	0	1	1.0
796	We should ban algorithmic trading	in favor of	algorithmic trading is unfair and doesn't allow for the individual to make money that doesn't have the algorithim.	1	0	0	0	1	0	0	0	0	1	1.0
2872	We should ban telemarketing	against	With telemarketing, you get immediate feedback on your product or service.	1	1	1	0	0	0	0	0	0	1	1.0
1716	We should ban algorithmic trading	against	algorithmic trading is an easy way to keep money moving and to make a profit so there is no reason to ban it.	1	0	0	0	1	0	0	0	0	0	1.0
830	We should end the use of economic sanctions	in favor of	they only hurt the poorest of society and are an outdated punishment.	0	1	0	0	1	0	0	0	0	1	1.0
6897	Homeschooling should be banned	against	homeschooling programs use curricula similar to schools so that the kids will be just as prepared as students in regular schools. also, some kids are better at learning one-on-one rather than in a classroom.	1	0	0	0	0	0	1	0	0	1	1.0
5732	The use of public defenders should be mandatory	against	this would cause a decrease in pay for the public defender and lower the quality of representation as too many people will rush to the new employment opportunities regardless of their record..	1	0	0	0	1	1	0	0	0	0	1.0
4690	College education should be free for everyone	in favor of	When college education is free, the number of graduates will drastically increase. At present, many people do not have access to higher education. So many students are not joining colleges due to the financial status of their parents. Free education will be very helpful for them.	1	1	0	0	0	1	0	0	0	1	1.0
638	We should abolish safe spaces	in favor of	safe spaces prevent people from challenging ideas different than their own.	1	0	0	0	0	0	1	0	0	0	1.0
4715	Cryptocurrencies should be legalized	in favor of	The future belongs to technology. Cryptocurrencies make peer-to-peer financial transactions a lot easier. This currency can be sent from any part of the world to any part of the world. Hence there will be no struggle of exchanging currencies like Dollars for the Rupee etc. While traveling the world, there will no hurdle of exchanging our currencies with local currencies.	1	0	0	0	0	1	1	1	0	1	1.0
3712	We should abolish capital punishment	in favor of	capital punishment has done nothing to actually deter serious crime in this country	1	0	0	0	0	1	0	0	0	0	1.0
325	We should ban algorithmic trading	against	ai is the future and algorithmic trading is simply a form of ai that makes the most of trading opportunities which will be the norm in the not to distant future.	1	0	0	0	1	0	0	0	0	1	1.0
7008	We should promote the use of nuclear energy	against	At this stage it is not worth investing money in current nuclear technology, what we should be doing is investing more in research into nuclear fusion energy, which is really the clean and safe energy we need and which we are getting closer and closer to achieving, in order to have those artificial suns working as soon as possible.  	1	0	0	0	0	1	1	0	0	1	1.0
4181	We should subsidize embryonic stem cell research	in favor of	stem cell research is our best hope in finding cures	1	0	0	0	0	1	0	0	0	1	1.0
6991	Reservations in India should be based on economic status	against	In India, it's easy to hide some income resources and to get a false income certificate. Though the situations are changing for the better, it is not that difficult.	0	1	0	0	1	0	0	0	0	0	1.0
2500	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research is important in helping to cure diseases and defects.	1	1	0	0	0	1	0	0	0	0	1.0
4966	We don't need immigration from non-European or non-first-world countries. 	in favor of	We should halt all immigration from non-European or non-first-world countries into the EU. However, if we want to stop this immigration, we must stop its causes. Indeed, it is war, poverty, and European, Chinese and American neo-colonialism that make the people of African and Middle Eastern countries flee to Europe. So Europe must finally take responsibility and protect these countries from corruption, war, and neo-colonialism and help them to start their economy.	1	1	0	0	0	0	0	0	0	1	1.0
7137	We should impose an IQ test to immigrants	against	IQ is not an effective measure of whether they'll be economically beneficial, suited to European jobs  in high demand, likely to integrate/assimilate, their potential to cause crime etc.	1	0	0	0	0	0	1	0	0	1	1.0
2162	We should legalize cannabis	in favor of	we should legalize cannabis because it is harmless.	0	0	0	1	0	0	1	0	0	0	1.0
538	We should adopt a multi-party system	against	a multiparty system blurs the citizenship of a vision and model of country. we should not adopt a multiparty system because it would waste valuable time to agree	1	0	1	0	0	1	0	0	0	0	1.0
6157	The use of public defenders should be mandatory	in favor of	mandatory use of public defenders will raise the standard of the defenders and level the playing field	1	0	0	0	0	0	0	0	0	1	1.0
1744	We should adopt a multi-party system	against	we should no adopt a multi-party system because nothing would ever get done with varying points of view.	1	0	0	0	1	0	0	0	1	1	1.0
5274	We need Integrated migration and border policy.	against	 Refugees can obtain a visa at an Embassy in one of the 54 African countries. All other immigrants must be returned within a week of arrival.	0	0	1	0	1	0	0	0	0	0	1.0
3578	We should ban algorithmic trading	against	we should not put up barriers to what is essentially the application of technology and intelligent application of maths to trading. this prevents progression	1	0	0	0	0	0	1	0	0	0	1.0
1048	We should abolish the Olympic Games	in favor of	we should abolish the olympic games because  it very expensive to host	0	1	0	0	1	1	0	0	0	0	1.0
7064	We should teach Esperanto, a common and neutral language, at all European schools	in favor of	Makes sense to me, its easy to learn and doesn't come with any nationalist baggage.	1	1	0	0	0	0	1	0	0	1	1.0
7056	We should open free training centers for the EPSO competition	in favor of	A great idea because it definitely lowers the threshold. 	1	0	0	0	0	0	0	0	0	1	1.0
390	We should abolish intellectual property rights	in favor of	intellectual property rights should be abolished since it doesn't allow the sharing of ideas	1	0	0	0	0	0	1	0	0	1	1.0
1896	We should subsidize Wikipedia	in favor of	wikipedia has been supported by voluntary donations for too long.  subsidizing it would give it more credibility, and would allow the volunteers to continue to update it with the most accurate information.	1	1	0	0	0	0	1	0	0	1	1.0
2903	We should legalize prostitution	in favor of	women should have the right to decide what to do with their body and that should include being able to sell it.	0	0	0	0	1	0	1	1	0	0	1.0
5954	We should abandon television	against	television is an important and loved form of entertainment and source of information that is endlessly creative and has much untapped potential for art and entertainment.	0	0	0	1	0	0	1	0	0	1	1.0
5903	We should subsidize vocational education	in favor of	vocational education allows for those who are not academically adept to qualify in a job fielld and continue on into work	1	1	0	0	0	1	1	0	0	1	1.0
3965	We should prohibit school prayer	in favor of	we should prohibit school prayer because religion has no business in school it should be at home and church only	1	0	1	0	0	0	1	0	0	0	1.0
4924	Immigrants should learn the language of their host country.	in favor of	Helping migrants learn the language and culture of the country they are living in are critical to successful integration. Language and norms of the job market and workplace should also be built in.	1	0	1	0	0	1	0	0	1	1	1.0
4073	We should ban cosmetic surgery for minors	against	everybody, including minors, should have access to cosmetic surgery which help with self confidence	1	0	0	0	0	1	1	0	0	1	1.0
3555	We should adopt a multi-party system	in favor of	multi-party systems are proven around the world to work better	1	0	0	0	0	1	0	0	0	0	1.0
6716	We should abandon television	in favor of	Television has led to the laziness of people mentally and physically.	1	0	1	0	0	1	0	0	0	0	1.0
6464	Social media brings more harm than good	in favor of	social media causes people to feel sad about their own lives.	0	0	0	1	0	1	0	0	0	0	1.0
4571	We should encourage people to take part in Fit India Movement	against	‘Fit India Movement’ may not reach the people of below poverty line. To maintain a healthy lifestyle, both physical activity and nutritious food are necessary. But in India, still many people are malnourished and some people do not have access to safe drinking water. So, without solving the issue of poverty and lack of access to affordable nutritious food, a section of people in India will not be able to take advantage of this movement.	1	0	0	0	0	1	0	0	0	1	1.0
180	We should ban the use of child actors	against	not all tv and movies is going to be adults only we need child actors to shows the world as it is	1	0	0	0	0	0	1	0	0	1	1.0
4780	Aadhaar should be made mandatory in India	in favor of	Reduction of complexity in filling ITR's:	1	0	0	0	0	0	0	0	0	0	1.0
929	We should adopt an austerity regime	in favor of	adopting an austerity regime is the best way to reduce the budget deficits we currently are faced with	1	0	1	0	1	1	0	0	0	0	1.0
3462	We should ban private military companies	against	private military companies are trained for combat and can assist the governmental military groups	1	1	0	0	0	1	0	0	0	1	1.0
3511	We should end mandatory retirement	against	young workers won't be able to find a job if no one ever retires	0	1	0	0	1	1	0	0	0	1	1.0
3814	We should abandon the use of school uniform	against	school uniforms prevent students from wearing disturbing clothing, like neo-nazi propaganda pieces, thus allowing students to concentrate on their studies.	1	0	1	0	0	0	0	0	0	1	1.0
3266	We should abolish intellectual property rights	in favor of	ideas should be available to anyone who wishes to persue them.	1	0	0	0	0	0	1	0	0	0	1.0
3651	We should limit judicial activism	against	we have to respect the view of judges so they need to have the freedom to express judicial activism.	0	0	1	0	1	0	1	0	1	0	1.0
408	We should ban factory farming	against	factory farming has allowed the prices of food to drop drastically.	0	0	0	0	1	1	0	0	0	0	1.0
1238	We should adopt a zero-tolerance policy in schools	against	teaching children to think for themselves and learn based on their own actions is important to their growth.  stunting them with zero-tolerance does no one any favors.	1	1	1	0	0	0	1	0	0	1	1.0
780	We should end mandatory retirement	in favor of	just because someone has reached the age of retirement, they are still able to provide a vaulable service with expertise and a vast knowledge of experience.	1	0	1	0	0	0	0	0	0	1	1.0
825	We should limit judicial activism	in favor of	judges who rule based on their own personal and political beliefs usurp the power of our elected officials and are violating our constitutional rights,	0	0	1	0	1	0	0	0	0	1	1.0
688	We should ban private military companies	in favor of	Private military companies have their bottom line as a priority rather than the safety of the country.	0	1	1	0	1	1	0	0	0	1	1.0
4342	We should adopt a multi-party system	against	multi-party systems should not be allowed as it only causes a no win-win situation when the other parties can not agree upon a situation.	1	0	0	0	0	1	0	0	0	1	1.0
1079	We should end the use of economic sanctions	in favor of	economic sanctions can cause hardship and create unnecessary problems.	1	0	0	0	0	1	1	0	0	1	1.0
846	We should subsidize student loans	in favor of	Students are and will always be the backbone of the society. It's compulsory to support these growing students in becoming true, well educated citizens to support the economy.	1	0	0	0	1	1	0	0	0	0	1.0
6594	Blockade of the Gaza Strip should be ended	against	the existence of a truce, which has held since 2014, maintains some form of peace in the area. the gaza strip should be maintained for this reason.	1	0	0	0	0	1	0	0	1	1	1.0
4156	We should ban algorithmic trading	against	it tends to more profitable and eliminates human error	1	0	0	0	1	0	0	0	0	1	1.0
5926	The vow of celibacy should be abandoned	in favor of	the vow of celibacy should be abandoned to prevent such unattainable pressures being placed upon religious leaders	0	0	0	1	0	1	1	1	1	1	1.0
2772	We should subsidize space exploration	against	Subsidies are a zero sum game, by subsidizing space exploration we are neglecting more important fields such as education or affordable housing.	1	1	0	0	1	1	0	0	0	1	1.0
3499	We should abolish the three-strikes laws	against	We should not abolish the three-strikes laws in all cases, but it should be up to judicial discretion, so that the worst criminal are off the streets.	0	0	1	0	1	1	0	0	0	1	1.0
499	We should limit executive compensation	in favor of	excessive wages damage company profitabity and is an abuse of the shareholders	1	1	0	0	1	1	0	0	0	0	1.0
6260	The vow of celibacy should be abandoned	in favor of	the vow of celibacy should be abandoned because it is outdated and usually causes more harm than good because the celibate person looks for release in the wrong places.	0	1	1	1	0	0	0	1	0	0	1.0
3189	We should ban telemarketing	against	we should not ban telemarketing  since it would eliminate many jobs. it also is an effective way for a company to get much needed leads for their products or services if done correctly.	1	0	0	0	1	1	0	0	0	0	1.0
2927	We should end mandatory retirement	against	people working longer than they should prevents employers from hiring new people who might be more useful	1	0	0	0	0	0	0	0	0	1	1.0
596	We should limit executive compensation	against	companies should be able to pay as much as they like as long as it's above minimum wahe	0	0	0	0	1	0	1	0	0	0	1.0
5556	The vow of celibacy should be abandoned	in favor of	celibacy is an unnatural state; when sex drive is repressed, it can manifest in dangerous ways.	0	0	1	1	0	1	1	0	0	1	1.0
3494	We should subsidize student loans	in favor of	student loans should be subsidized because no human being should start their adult life off with thousands of dollars in debt, it's not fair	0	0	0	0	1	1	0	0	0	1	1.0
4032	We should abandon the use of school uniform	in favor of	school uniforms stunt young peoples' creativity.	1	0	0	0	0	0	1	1	0	0	1.0
3217	We should end the use of economic sanctions	in favor of	economic sanctions don't work and result to have enemies abroad	1	0	0	0	1	1	0	0	0	1	1.0
2632	We should end the use of economic sanctions	against	economic sanctions help our country.	1	0	0	0	0	1	0	0	0	1	1.0
2672	We should ban algorithmic trading	in favor of	algorithmic trading has been reported as one of the main causes of the greatest fall in the dow in decades	1	1	0	0	1	1	0	0	0	0	1.0
1367	We should limit executive compensation	in favor of	we should limit executive compensation because it only helps the rich	1	0	0	0	1	1	0	0	0	1	1.0
4477	We should ban algorithmic trading	in favor of	relying on computers to do all this trading for us could lead to technical issues, hacking, or other problems that could lead to a total market crash.	1	0	0	0	0	1	0	0	0	0	1.0
893	We should fight for the abolition of nuclear weapons	against	The risk of nuclear war has made great powers more likely to turn to negotiation and cooperation to settle disputes, and abolishing nuclear weapons would make war less costly and more likely.	0	0	1	0	1	1	0	0	0	1	1.0
3265	We should subsidize Wikipedia	in favor of	wikipedia is a valuable educational source and is free at source so should be promoted through subsidization	1	1	0	0	0	0	1	0	0	1	1.0
2733	We should adopt libertarianism	against	libertarianism is a form of selfishness which promotes the rights of the individual over the rights of everyone.	1	0	0	0	0	1	0	0	0	0	1.0
1766	We should abolish intellectual property rights	against	we should not abolish intellectual property rights because it's not fair for people to steal a genius idea from someone else	1	1	0	0	0	0	0	0	0	1	1.0
3655	We should subsidize student loans	in favor of	students are graduating with huge college loans that make it difficult for them to get started when they leave school.	1	0	0	0	0	1	0	0	0	1	1.0
766	We should stop the development of autonomous cars	against	development of autonomous car will make traffic and parking  easier	1	1	0	0	0	1	0	0	0	0	1.0
4214	We should ban missionary work	against	if we don't ban missionary work, then more people will have jobs.	1	0	0	0	0	1	0	0	0	0	1.0
2061	We should ban algorithmic trading	in favor of	we should ban algorithmic trading because is difficult in some economics	1	0	0	0	1	0	0	0	0	1	1.0
7073	We should improve migration policies 	in favor of	The only meaningful immigration is when there is a member country with a specific vacancy. That member will also be responsible for the integration (at a cost of Euro 167,000). The EU has only to administer the paperwork and supervise if matters spin out of control. 	0	1	0	0	1	0	0	1	0	0	1.0
190	We should ban algorithmic trading	in favor of	algorithmic trading gives people an unfair speed advantage over the rest of the field.	1	0	0	0	1	1	0	0	0	1	1.0
1105	We should subsidize student loans	against	there are more important ways we should be using public money, such as housing and healthcare.	0	1	0	0	1	1	0	0	0	1	1.0
189	We should adopt an austerity regime	in favor of	an austerity regime would eliminate the national debt by directing money to where it really needs to go.	0	1	0	0	1	1	0	0	0	0	1.0
2558	We should adopt a multi-party system	in favor of	a multi-party system allows for the airing of more viewpoints and would require politicians to build coalitions and compromise in order to get things accomplished.	1	0	0	0	1	1	1	0	0	1	1.0
230	We should stop the development of autonomous cars	against	autonomous cars offer the opportunity for people  to spend more time on the things they enjoy doing during their commute rather than having to concentrate.	0	1	0	1	0	0	0	1	0	1	1.0
3359	We should ban telemarketing	against	it is an effective method for lead generation and qualification for marketing.	1	0	0	0	0	0	1	0	0	1	1.0
696	We should abolish intellectual property rights	in favor of	intellectual property rights should be abolished as they stifle innovation and allows the creation of monopolies and giant corporations	1	0	0	0	0	0	1	0	0	0	1.0
1948	We should subsidize Wikipedia	in favor of	to keep it as a source of information and because it does not receive funding it ought to be subsidized	0	1	0	0	1	0	1	0	0	1	1.0
481	We should subsidize Wikipedia	against	those authoring articles on wikipedia are not necessarily experts on the topic and there is risk of inaccurate information being broadcast.	1	0	0	0	0	0	1	0	0	1	1.0
564	We should end the use of economic sanctions	against	economic sanctions do help western countries to  avoid the spread of terrorism.	0	1	0	0	1	1	0	0	0	1	1.0
6463	Homeopathy brings more harm than good	against	homeopathy has been shown to help ease pain.	1	1	0	1	0	1	1	0	0	0	1.0
1281	We should ban the Church of Scientology	in favor of	scientology is an evil cult that is sustained by stealing from its acolytes large sums of money in exchange for nothing	0	1	0	0	1	0	1	0	0	1	1.0
998	We should adopt a multi-party system	in favor of	multi-party systems help decentralize power and better represent the various interests of different socio-economic strata within a nation.	0	0	0	0	1	1	1	0	0	1	1.0
4666	NEET exam should be banned	in favor of	A high score in the NEET exam is required to get admission to government medical colleges in India. It costs approximately Rs.1.25 crores to study in private medical colleges in India. So, many students are forced to go to other countries such as China, Ukraine, Russia, the Philippines, etc. to pursue medical education. In those countries, medical education costs around Rs.35 lakhs. Moreover, they allow students with low NEET scores, but above cut-off marks.	1	1	0	0	0	1	1	0	0	1	1.0
3697	We should ban cosmetic surgery for minors	against	cosmetic surgery can have an enormous impact on increasing self esteem, minors should be allowed to benefit from this as well	1	0	0	0	0	1	1	0	0	1	1.0
245	We should legalize prostitution	in favor of	Legalizing prostitution would make the profession less dangerous and less hazardous to one's health.	1	0	0	1	0	1	0	0	0	0	1.0
1566	We should ban cosmetic surgery	against	we should not ban because it helps people feel good about themselves and improve their confidence.	0	0	0	1	0	1	1	0	0	0	1.0
7228	We should protect the European border	in favor of	Only together and with  Frontex we ensure the management of EU borders. Migrants from Africa and Asia will arrive in increasing numbers in the coming years.	0	0	0	0	1	1	0	0	0	0	1.0
872	We should adopt an austerity regime	against	absolutely not.  the great president donald trump is turning the country around and saving us from the financial disaster that the last eight years were leading the united states towards.	1	0	0	0	1	1	0	0	0	0	1.0
2101	We should legalize prostitution	in favor of	legalizing prostitution would allow for regulations and benefits that would help sex workers via offering protection with rights granted to legal employment as well as financial prosperity.	1	1	0	0	1	1	0	1	0	1	1.0
2743	We should limit executive compensation	in favor of	the people doing the real work are the regular associates and executives shouldn't get rewarded for someone else's work	0	0	0	0	1	0	0	0	0	1	1.0
605	We should ban human cloning	against	human cloning can provide a way for science to overcome negative qualities in humans, such as birth defects, so overall it is a positive technology that should be allowed to flourish.	1	0	0	0	0	1	0	0	0	0	1.0
7353	We should ease the education involution.	against	With a still large graduate base, increasingly high thresholds can only be passed by the top achievers.	1	0	0	0	0	0	0	0	0	1	1.0
7356	We should ease the education involution.	in favor of	Parents' overwhelming fear-dominated anxiety is the greatest enemy of education; the intent of education should be to make a person become a better version of himself.	1	0	0	0	0	0	1	0	0	0	1.0
1322	We should ban human cloning	against	we should not ban human cloning because it can help save lifes	1	1	0	0	0	1	1	0	0	0	1.0
3263	We should ban the use of child actors	against	everyone has the right to develop their maximum potential regardless of whether they are children or adults.	1	0	0	0	0	0	1	0	0	1	1.0
6129	Intelligence tests bring more harm than good	against	Intelligence tests allow employers and schools to locate areas where test takers need to improve.	1	0	0	0	0	0	1	0	0	0	1.0
3099	We should ban the use of child actors	in favor of	we should prohibit this because it affects the development and normal behavior of children	1	1	0	0	0	1	0	0	0	0	1.0
7071	We should improve migration policies 	in favor of	The EU could play an important role in combatting misconceptions about immigration.  Immigration needs to be controlled sensibly and immigrants should be taught European values and principles as well as the language of the host country. 	1	0	0	0	1	1	0	0	1	1	1.0
5788	We should subsidize vocational education	against	subsidising vocational training won't make the quality of training any better so there isn't any point in doing so.	1	0	0	0	0	0	0	0	0	1	1.0
662	We should legalize cannabis	against	cannabis use has been linked to mental problems in youth and shouldn't be legalized.	0	0	0	0	1	0	0	0	0	0	1.0
5290	We need an integrated migration and border policy.	in favor of	The EU member states need to lift together instead of trying to push the burdens onto each other or external nations.	1	1	0	0	0	1	0	0	0	1	1.0
3475	We should subsidize embryonic stem cell research	against	we should not subsidize embryonic stem cell research because doing so would force millions to pay taxes on such when it's highly against their religions.	0	0	0	0	1	0	1	0	1	1	1.0
